,text,Date,is_retweet,randNumCol,ID
141,Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together we are going to MAKE AM… https://t.co/OSxa3BamHs,20172001,FALSE,959,13
154,THANK YOU for another wonderful evening in Washington D.C. TOGETHER we will MAKE AMERICA GREAT AGAIN🇺🇸 https://t.co/V3aoj9RUh4,20172101,FALSE,8217,3
157,Had a great meeting at CIA Headquarters yesterday packed house paid great respect to Wall long standing ovations amazing people. WIN!,20172201,FALSE,4476,4
161,Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,20172301,FALSE,8679,1
162,Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,20172401,FALSE,2184,4
166,Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,20172501,FALSE,1909,8
174,Beginning today the United States of America gets back control of its borders. Full speech from today @DHSgov:… https://t.co/8aDaHsAhg9,20172601,FALSE,1863,11
185,Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3000000 votes were illegal. We must do better!,20172701,FALSE,3115,7
192,The failing @nytimes has been wrong about me from the very beginning. Said I would lose the primaries then the general election. FAKE NEWS!,20172801,FALSE,3728,5
197,Somebody with aptitude and conviction should buy the FAKE NEWS and failing @nytimes and either run it correctly or let it fold with dignity!,20172901,FALSE,4407,7
204,Only 109 people out of 325000 were detained and held for questioning. Big problems at airports were caused by Delta computer outage.....,20173001,FALSE,8724,7
211,The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,20173101,FALSE,8145,3
214,Getting ready to deliver a VERY IMPORTANT DECISION!  8:00 P.M.,20170102,FALSE,8275,4
218,Iran is rapidly taking over more and more of Iraq even after the U.S. has squandered three trillion dollars there. Obvious long ago!,20170202,FALSE,7292,8
226,Yes Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!,20170302,FALSE,5622,7
233,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,20170402,FALSE,2345,9
242,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,20170502,FALSE,8323,6
248,What an amazing comeback and win by the Patriots. Tom Brady Bob Kraft and Coach B are total winners. Wow!,20170602,FALSE,6659,6
254,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,20170702,FALSE,7247,5
259,It is a disgrace that my full Cabinet is still not in place the longest such delay in the history of our country. Obstruction by Democrats!,20170802,FALSE,7577,11
270,Congratulations to our new Attorney General @SenatorSessions! https://t.co/e0buP1K83z,20170902,FALSE,520,8
278,"LAWFARE: ""Remarkably in the entire opinion the panel did not bother even to cite this (the) statute."" A disgraceful decision!",20171002,FALSE,2593,3
281,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",20171102,FALSE,7607,9
290,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,20171202,TRUE,4770,9
299,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,20171302,FALSE,4578,3
302,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,20171402,FALSE,7279,6
308,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,20171502,FALSE,1235,11
319,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,20171602,FALSE,1092,6
325,Despite the long delays by the Democrats in finally approving Dr. Tom Price the repeal and replacement of ObamaCare is moving fast!,20171702,FALSE,8525,8
333,Looking forward to the Florida rally tomorrow. Big crowd expected!,20171802,FALSE,7013,4
337,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,20171902,FALSE,1388,1
338,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,20172002,FALSE,248,4
342,Congratulations to our new National Security Advisor General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv,20172102,FALSE,8572,3
345,One thing I will say about Rep. Keith Ellison in his fight to lead the DNC is that he was the one who predicted early that I would win!,20172202,FALSE,4065,2
347,S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU,20172302,FALSE,6927,1
348,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,20172402,FALSE,3622,6
354,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,20172502,FALSE,5098,7
361,"The race for DNC Chairman was of course totally ""rigged."" Bernie's guy like Bernie himself never had a chance. Clinton demanded Perez!",20172602,FALSE,2118,4
365,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS,20172702,FALSE,7918,2
367,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,20172802,FALSE,6150,1
368,Join me live at 9:00 P.M. #JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU,20170103,FALSE,4131,3
371,Since November 8th Election Day the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!,20170203,FALSE,5886,1
372,Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately but it was clearly not....,20170303,FALSE,1733,13
385,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,20170403,FALSE,3752,7
392,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,20170503,FALSE,5350,3
395,President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'https://t.co/adBzWhtq8S,20170603,FALSE,2218,4
399,Buy American &amp; hire American are the principles at the core of my agenda which is: JOBS JOBS JOBS! Thank you @exxonmobil.,20170703,FALSE,8858,8
407,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,20170803,FALSE,2699,6
413,RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK,20170903,TRUE,2649,4
417,"RT @foxandfriends: ""Never give up....that's the worst thing you could do. There's always a chance."" -Kyle Coddington's message to those als…",20171003,TRUE,4932,3
420,We are making great progress with healthcare. ObamaCare is imploding and will only get worse. Republicans coming together to get job done!,20171103,FALSE,2372,1
421,RT @AmericaFirstPol: .@POTUS Trump led a historic journey to the White House. 50 days in that historic journey continues. Take a look 👉 ht…,20171203,TRUE,5563,1
422,It is amazing how rude much of the media is to my very hard working representatives. Be nice you will do much better!,20171303,FALSE,1210,5
427,JOBS JOBS JOBS! https://t.co/wAkQMKdPXA,20171403,FALSE,3384,2
429,"Does anybody really believe that a reporter who nobody ever heard of ""went to his mailbox"" and found my tax returns? @NBCNews  FAKE NEWS!",20171503,FALSE,8931,7
436,In Nashville Tennessee! Lets MAKE AMERICA GREAT AGAIN! https://t.co/m5UR4vv6UH,20171603,FALSE,6568,7
443,"RT @DiamondandSilk: When the President says ""You're Fired""     That means: ""Pack Yo Stuff and Go Not Say ""You Refuse to Go!  #DrainTheSwam…",20171703,TRUE,596,9
452,Despite what you have heard from the FAKE NEWS I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless Germany owes.....,20171803,FALSE,2259,2
454,#ICYMI: Weekly Address ➡️https://t.co/ckVx2zgA1x https://t.co/dTGZLvlsGv,20171903,FALSE,3032,1
455,James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,20172003,FALSE,7531,7
462,Thank you Louisville Kentucky. Together we will MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/qGgWEWUvek,20172103,FALSE,4727,4
466,Big day for healthcare. Working hard!,20172203,FALSE,743,1
467,RT @mitchellvii: EXACTLY AS I SAID - House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved in Trump Surveillance https://…,20172303,TRUE,6823,7
474,After seven horrible years of ObamaCare (skyrocketing premiums &amp; deductibles bad healthcare) this is finally your chance for a great plan!,20172403,FALSE,2546,4
478,Happy #MedalOfHonorDay to our heroes! ➡️https://t.co/juAB1RmMh0 https://t.co/Sw5ea1OwUf,20172503,FALSE,4911,4
482,Democrats are smiling in D.C. that the Freedom Caucus with the help of Club For Growth and Heritage have saved Planned Parenthood &amp; Ocare!,20172603,FALSE,7207,1
483,General Kelly is doing a great job at the border. Numbers are way down. Many are not even trying to come in anymore.,20172703,FALSE,6937,1
484,Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia Russian speech....,20172803,FALSE,8330,10
494,Remember when the failing @nytimes apologized to its subscribers right after the election because their coverage was so wrong. Now worse!,20172903,FALSE,3209,4
498,Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.#ThankAVeteran… https://t.co/deOHapcV4J,20173003,FALSE,2632,9
507,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸… https://t.co/cxhgYaxiek,20173103,FALSE,1000,8
515,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,20170104,FALSE,532,8
523,Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!,20170204,FALSE,7420,3
526,Melania and I are honored to light up the @WhiteHouse this evening for #WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv,20170304,FALSE,8344,8
534,RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9,20170404,TRUE,2740,4
538,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE,20170504,FALSE,4183,1
539,JOBS JOBS JOBS!https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE,20170604,FALSE,2391,2
541,RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official…,20170704,TRUE,5089,1
542,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,20170804,FALSE,7361,5
547,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,20170904,FALSE,370,2
549,Thank you @USNavy! #USA https://t.co/oD7L8vPgjq,20171004,FALSE,3038,3
552,RT @foxnation: Grateful Syrians React To @realDonaldTrump Strike: 'I'll Name My Son Donald' https://t.co/7KexXsXLUx #SyrianStrikes,20171104,TRUE,4693,5
557,I will be interviewed by @MariaBartiromo at 6:00 A.M. @FoxBusiness. Enjoy!,20171204,FALSE,1131,6
563,Jobs are returning illegal immigration is plummeting law order and justice are being restored. We are truly making America great again!,20171304,FALSE,2836,4
567,RT @DRUDGE_REPORT: GREAT AGAIN: FEDS ARREST MURDER SUSPECT IN 'FAST AND FURIOUS' SCANDAL... https://t.co/clOLxTE3D4,20171404,TRUE,3637,3
570,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!,20171604,FALSE,5248,5
575,The recent Kansas election (Congress) was a really big media event until the Republicans won. Now they play the same game with Georgia-BAD!,20171704,FALSE,5907,8
583,"With eleven Republican candidates running in Georgia (on Tuesday) for Congress a runoff will be a win. Vote ""R"" for lower taxes &amp; safety!",20171804,FALSE,7727,7
590,"Despite major outside money FAKE media support and eleven Republican candidates BIG ""R"" win with runoff in Georgia. Glad to be of help!",20171904,FALSE,5898,4
594,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!… https://t.co/tQ5XEPaIxn,20172004,FALSE,6504,4
598,RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h…,20172104,TRUE,614,5
603,RT @Scavino45: .@POTUS @realDonaldTrump @IvankaTrump Jared Kushner &amp; Dina Powell in the Oval Office today w/ Aya &amp; her brother Basel.#W…,20172204,TRUE,8715,10
613,Very interesting election currently taking place in France.,20172304,FALSE,7610,7
620,The two fake news polls released yesterday ABC &amp; NBC while containing some very positive info were totally wrong in General E. Watch!,20172404,FALSE,4333,7
627,Proud of @IvankaTrump for her leadership on these important issues. Looking forward to hearing her speak at the W20! https://t.co/e6Uajrm8zp,20172504,FALSE,5490,5
632,First the Ninth Circuit rules against the ban &amp; now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!,20172604,FALSE,5768,9
641,I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..,20172704,FALSE,2363,12
653,"RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" http…",20172804,TRUE,8223,4
657,RT @foxnation: . @TuckerCarlson : #Dems Don't Really Believe #Trump Is a Pawn of #Russia - That's Just Their Political Tool  https://t.co/K…,20172904,TRUE,351,5
662,I will be interviewed on @FaceTheNation this morning at 10:00 A.M. Have a great day!,20173004,FALSE,7574,5
667,This month we celebrate the contributions of Asian Americans &amp; Pacific Islanders that enrich our Nation. https://t.co/rEJi9ahOaY,20170105,FALSE,3315,2
669,President Andrew Jackson who died 16 years before the Civil War started saw it coming and was angry. Would never have let it happen!,20170205,FALSE,8719,4
673,FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...,20170305,FALSE,3547,4
677,Susan Rice the former National Security Advisor to President Obama is refusing to testify before a Senate Subcommittee next week on.....,20170405,FALSE,7812,10
687,It was a GREAT day for the United States of America! This is a great plan that is a repeal &amp; replace of ObamaCare.… https://t.co/0TnmLn55Lm,20170505,FALSE,5397,10
697,The reason I am staying in Bedminster N. J. a beautiful community is that staying in NYC is much more expensive and disruptive. Meetings!,20170605,FALSE,2107,1
698,When will the Fake Media ask about the Dems dealings with Russia &amp; why the DNC wouldn't allow the FBI to check their server or investigate?,20170705,FALSE,220,6
704,RT @IsraeliPM: PM Benjamin Netanyahu at  weekly Cabinet meeting:In two weeks Israel will host @POTUS Trump on his first trip as President…,20170805,TRUE,633,10
714,It was an honor to welcome the Teachers of the Year to the WH last month. Today we honor and thank all teachers!… https://t.co/sAUJfIZCwR,20170905,FALSE,831,2
716,"Cryin' Chuck Schumer stated recently ""I do not have confidence in him (James Comey) any longer."" Then acts so indignant.  #draintheswamp",20171005,FALSE,3865,11
727,The Democrats should be ashamed. This is a disgrace!#DrainTheSwamp https://t.co/UfbKEECm2V,20171105,FALSE,4027,6
733,Again the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.,20171205,FALSE,6491,9
742,#WeeklyAddress🇺🇸➡️https://t.co/uT4K4fh88Y https://t.co/1iW7tVVNCH,20171305,FALSE,8983,4
746,Wishing @FLOTUS Melania and all of the great mothers out there a wonderful day ahead with family and friends! Happy #MothersDay,20171405,FALSE,5656,1
747,Today I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. #NationalPoliceWeekWatch… https://t.co/3EioVDCTqb,20171505,FALSE,7299,1
748,#PeaceOfficersMemorialDay and#PoliceWeek Proclamation: https://t.co/o4IXVfZuHw https://t.co/UMJ6hklx4a,20171605,FALSE,7651,6
754,It was my great honor to deliver the #CGACommencement17 at the @USCGAcademy. CONGRATULATIONS to the Class of 2017!… https://t.co/ehQanQXiSy,20171705,FALSE,7186,1
755,With all of the illegal acts that took place in the Clinton campaign &amp; Obama Administration there was never a special councel appointed!,20171805,FALSE,5355,4
759,President Donald J. Trump Proclaims 5/14/2017 through 5/20/2017 as #PoliceWeekProclamation➡️… https://t.co/EcCsGaizWu,20171905,FALSE,8388,3
762,Great to be in Riyadh Saudi Arabia. Looking forward to the afternoon and evening ahead. #POTUSAbroad https://t.co/JJOra0KfyR,20172005,FALSE,7725,2
764,RT @FLOTUS: I had a wonderful time with the students at the American International School #Riyadh today. #SaudiaArabia https://t.co/AVzVV0W…,20172105,TRUE,2729,3
767,RT @netanyahu: Ever Strongerחזקים תמיד🇮🇱🇺🇸 https://t.co/Ecf5p4HjfZ,20172205,TRUE,5118,2
769,We stand in absolute solidarity with the people of the United Kingdom. https://t.co/X6fUUxxYXE,20172305,FALSE,5714,4
773,Honor of a lifetime to meet His Holiness Pope Francis. I leave the Vatican more determined than ever to pursue PEAC… https://t.co/Jhe7SROaxD,20172405,FALSE,5537,2
775,RT @FLOTUS: Thank u to Queen Fabiola University Hospital! Enjoyed creating paper flowers with amazing patients &amp; getting a tour. #Brussels…,20172505,TRUE,8083,4
779,Just arrived in Italy for the G7. Trip has been very successful. We made and saved the USA many billions of dollars and millions of jobs.,20172605,FALSE,8614,4
783,Big G7 meetings today. Lots of very important matters under discussion. First on the list of course is terrorism. #G7Taormina,20172705,FALSE,5272,7
790,Just arrived in Italy after having a very successful NATO meeting in Brussels. Told other nations they must pay more not fair to  U.S.,20172805,FALSE,5671,12
802,The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well actually ahead of schedule. Big benefits to all!,20172905,FALSE,3220,6
808,We have a MASSIVE trade deficit with Germany plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change,20173005,FALSE,5751,5
813,Despite the constant negative press covfefe,20173105,FALSE,8775,9
822,Crooked Hillary Clinton now blames everybody but herself refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC.,20170106,FALSE,5336,5
827,MAKE AMERICA GREAT AGAIN!,20170206,FALSE,6334,10
837,#WeeklyAddress🇺🇸 https://t.co/DNzRZiKxhd,20170306,FALSE,987,4
841,We must stop being politically correct and get down to the business of security for our people. If we don't get smart it will only get worse,20170406,FALSE,6538,3
844,People the lawyers and the courts can call it whatever they want but I am calling it what we need and what it is a TRAVEL BAN!,20170506,FALSE,2877,8
852,That's right we need a TRAVEL BAN for certain DANGEROUS countries not some politically correct term that won't help us protect our people!,20170606,FALSE,7087,10
862,Great meeting with @HouseGOP and @SenateGOP leaders including @SpeakerRyan @SenateMajLdr @GOPLeader @JohnCornyn… https://t.co/G03W8CEtCS,20170706,FALSE,5440,5
867,Despite so many false statements and lies total and complete vindication...and WOW Comey is a leaker!,20170906,FALSE,7474,7
874,Time to start building in our country with American workers &amp; with American iron aluminum &amp; steel. It is time to… https://t.co/rGZCRyeCMZ,20171006,FALSE,1158,2
876,The #FakeNews MSM doesn't report the great economic news since Election Day. #DOW up 16%. #NASDAQ up 19.5%. Drilling &amp; energy sector...,20171106,FALSE,6448,4
880,My daughter Ivanka will be on @foxandfriends tomorrow morning. Enjoy!,20171206,FALSE,6811,8
888,Congratulations to the 2016 @ClemsonFB Tigers!Full ceremony: https://t.co/syJUGoMhHJ#NationalChampions🏈 https://t.co/F23NZoX2BI,20171306,FALSE,5047,10
898,RT @TuckerCarlson: .@RichardGrenell : @realDonaldTrump told Tillerson he had the full support of the U.S. Gov't to bring #OttoWarmbier home…,20171406,TRUE,1336,4
902,Just left hospital. Rep. Steve Scalise one of the truly great people is in very tough shape - but he is a real fighter. Pray for Steve!,20171506,FALSE,1460,7
909,"After 7 months of investigations &amp; committee hearings about my ""collusion with the Russians""  nobody has been able to show any proof. Sad!",20171606,FALSE,1359,7
916,Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!,20171706,FALSE,4654,3
919,The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs high business enthusiasm..,20171806,FALSE,593,7
926,Jay Sekulow on @foxandfriends now.,20171906,FALSE,6944,13
939,"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct no ideas. Vote ""R""",20172006,FALSE,8035,6
945,It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.➡️… https://t.co/J1ulOd6pYQ,20172106,FALSE,1119,9
954,Great night in Iowa - special people. Thank you!,20172206,FALSE,3174,13
967,.@FLOTUS &amp; I were honored to host our first WH Congressional Picnic. A wonderful evening &amp; tradition. @MarineBand:… https://t.co/h5L4myWmam,20172306,FALSE,5672,7
974,Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,20172406,FALSE,2004,6
980,Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!,20172506,FALSE,7154,2
982,The Democrats have become nothing but OBSTRUCTIONISTS they have no policies or ideas. All they do is delay and complain.They own ObamaCare!,20172606,FALSE,4446,9
991,RT @WhiteHouse: FACT: when #Obamacare was signed CBO estimated that 23M would be covered in 2017. They were off by 100%. Only 10.3M people…,20172706,TRUE,3698,14
1005,The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!,20172806,FALSE,4904,9
1014,Tomorrow the House votes on #KatesLaw &amp; No Sanctuary For Criminals Act. Lawmakers must vote to put American safety… https://t.co/p3vd8IXXaD,20172906,FALSE,3273,13
1027,Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,20173006,FALSE,3420,7
1034,Happy Canada Day to all of the great people of Canada and to your Prime Minister and my new found friend @JustinTrudeau. #Canada150,20170107,FALSE,4649,11
1045,We will always take care of our GREAT VETERANS. You have shed your blood poured your love and bared your soul in… https://t.co/bTPuerxLOr,20170207,FALSE,6229,4
1049,America's men &amp; women in uniform is the story of FREEDOM overcoming OPPRESSION the STRONG protecting the WEAK &amp; G… https://t.co/LtTpGsP3fC,20170307,FALSE,8012,10
1059,RT @JacobAWohl: @realDonaldTrump When Obama was President the #MSM LOVED talking about stock market rallies! Now they barely mention new a…,20170407,TRUE,889,6
1065,#HappyIndependenceDay #USA🇺🇸 https://t.co/9pfqnRsh1Z,20170507,FALSE,5517,5
1070,On behalf of @FLOTUS Melania and myself thank you Poland!🇺🇸🇵🇱#ICYMI watch here➡️ https://t.co/COpVXnn8YG #POTUSinPoland https://t.co/ylU3wLZV2H,20170607,FALSE,8401,4
1074,My experience yesterday in Poland was a great one. Thank you to everyone including the haters for the great reviews of the speech!,20170707,FALSE,5678,7
1081,We will fight the #FakeNews with you! https://t.co/zOMiXTeLJq,20170807,FALSE,2452,4
1085,Thank you @SenatorDole very kind! https://t.co/cXrYiK46Qq,20170907,FALSE,8662,11
1096,The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can&amp; did!,20171007,FALSE,4359,11
1107,RT @foxandfriends: White House calls out Senate Democrats for obstructing nominees https://t.co/O6Rsx5i2CZ,20171107,TRUE,2285,7
1114,My son Donald will be interviewed by @seanhannity tonight at 10:00 P.M. He is a great person who loves our country!,20171207,FALSE,3128,14
1128,Just landed in Paris France with @FLOTUS Melania. https://t.co/knULGOQF1K,20171307,FALSE,6221,4
1132,Great evening with President @EmmanuelMacron &amp; Mrs. Macron. Went to Eiffel Tower for dinner. Relationship with France stronger than ever. https://t.co/ib1pdUYoEU,20171407,FALSE,1617,11
1143,Honored to serve as Commander-in-Chief to the courageous men and women of our U.S. Armed Forces. A grateful nation thanks you! https://t.co/wERNV7J4oO,20171507,FALSE,3989,8
1151,The women played great today at the @USGA #USWomensOpen🇺🇸 I look forward to being there tomorrow for the final round! https://t.co/2oWyptgfIY,20171607,FALSE,7800,8
1159,Congratulations to Sung Hyun Park on winning the 2017 @USGA #USWomensOpen🇺🇸,20171707,FALSE,1418,3
1162,Republicans should just REPEAL failing ObamaCare now &amp; work on a new Healthcare Plan that will start from a clean slate. Dems will join in!,20171807,FALSE,1900,5
1167,"Fake News story of secret dinner with Putin is ""sick."" All G 20 leaders and spouses were invited by the Chancellor of Germany. Press knew!",20171907,FALSE,6132,5
1172,Melania and I send our thoughts and prayers to Senator McCain Cindy and their entire family. Get well soon. https://t.co/fONWVlmYyz,20172007,FALSE,1364,3
1175,Billions of dollars in investments &amp; thousands of new jobs in America! An initiative via Corning Merck &amp; Pfizer: https://t.co/QneN48bSiq https://t.co/5VtMfuY3PM,20172107,FALSE,3092,7
1182,Sean Spicer is a wonderful person who took tremendous abuse from the Fake News Media - but his future is bright!,20172207,FALSE,2388,14
1196,To every PATRIOT who will serve on the #USSGeraldRFord:☑️Keep the watch🇺🇸☑️Protect her🇺🇸☑️Defend her🇺🇸☑️LOVE HER🇺🇸Good Luck &amp; Godspeed! https://t.co/shcz5GQkCh,20172307,FALSE,6924,5
1201,If Republicans don't Repeal and Replace the disastrous ObamaCare the repercussions will be far greater than any of them understand!,20172407,FALSE,3250,9
1210,#2017Jambo- Remember your duty. Honor your history. Take care of the people God puts into your life – and LOVE &amp; CHERISH your country! https://t.co/DnNYxGJm4I,20172507,FALSE,2751,19
1229,It was my great honor to join our wonderful Veterans at AMVETS Post 44 in Youngstown Ohio this evening. A grateful nation salutes you! https://t.co/RxobYHP1oR,20172607,FALSE,7052,12
1241,Thank you Foxconn for investing $10 BILLION DOLLARS with the potential for up to 13K new jobs in Wisconsin! MadeInTheUSA🇺🇸 https://t.co/jJghVeb63s,20172707,FALSE,5038,10
1251,3 Republicans and 48 Democrats let the American people down. As I said from the beginning let ObamaCare implode then deal. Watch!,20172807,FALSE,1751,9
